objid,sample,asset_id,OBJID,RA,DEC,NVOTE,P_EL,P_CW,P_ACW,P_EDGE,P_DK,P_MG,P_CS,P_EL_DEBIASED,P_CS_DEBIASED,SPIRAL,ELLIPTICAL,UNCERTAIN,image_path
587738574068187225,original,113290,587738574068187225,12:52:39.52,+40:06:11.0,33,0.788,0.0,0.0,0.091,0.121,0.0,0.091,0.788,0.091,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113290.jpg
587738574068187290,original,113291,587738574068187290,12:52:12.40,+40:03:10.1,38,0.158,0.0,0.553,0.289,0.0,0.0,0.842,0.075,0.925,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\113291.jpg
587738574068187340,original,113292,587738574068187340,12:52:41.76,+40:07:46.0,31,0.032,0.0,0.968,0.0,0.0,0.0,0.968,0.014,0.986,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\113292.jpg
587738574068252862,original,113293,587738574068252862,12:53:25.57,+40:04:38.6,61,0.016,0.0,0.918,0.049,0.016,0.0,0.967,0.006,0.978,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\113293.jpg
587738574068318368,original,113294,587738574068318368,12:54:27.34,+39:55:59.8,26,0.385,0.038,0.0,0.5,0.077,0.0,0.538,0.239,0.677,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\113294.jpg
587738574068514950,original,113295,587738574068514950,12:56:11.80,+39:52:06.3,34,0.912,0.0,0.029,0.029,0.029,0.0,0.059,0.909,0.061,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\113295.jpg
587738574068580355,original,113296,587738574068580355,12:56:50.05,+39:57:31.2,22,0.318,0.0,0.045,0.636,0.0,0.0,0.682,0.318,0.682,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113296.jpg
587738574068646054,original,113297,587738574068646054,12:58:09.52,+39:52:41.0,31,0.419,0.161,0.0,0.323,0.065,0.032,0.484,0.244,0.646,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113297.jpg
587738574068711548,original,113298,587738574068711548,12:58:22.91,+39:52:30.1,29,0.586,0.138,0.069,0.207,0.0,0.0,0.414,0.216,0.784,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113298.jpg
587738574068711556,original,113299,587738574068711556,12:58:29.63,+39:56:09.3,32,0.125,0.031,0.188,0.656,0.0,0.0,0.875,0.125,0.875,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\113299.jpg
587738574068842622,original,113301,587738574068842622,13:00:14.24,+39:48:30.0,27,0.593,0.0,0.111,0.148,0.148,0.0,0.259,0.591,0.261,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113301.jpg
587738574068842627,original,113302,587738574068842627,13:00:17.64,+39:49:31.1,29,0.862,0.034,0.034,0.069,0.0,0.0,0.138,0.862,0.138,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\113302.jpg
587738574068842678,original,113303,587738574068842678,13:00:38.15,+39:49:51.5,29,0.103,0.552,0.0,0.345,0.0,0.0,0.897,0.058,0.942,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\113303.jpg
587738574068908121,original,113304,587738574068908121,13:01:06.73,+39:50:29.3,52,0.923,0.0,0.0,0.0,0.077,0.0,0.0,0.923,0.0,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\113304.jpg
587738574068908172,original,113305,587738574068908172,13:01:20.10,+39:56:25.3,29,0.966,0.0,0.0,0.034,0.0,0.0,0.034,0.966,0.034,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\113305.jpg
587738574068908251,original,113307,587738574068908251,13:00:58.64,+39:51:32.2,28,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\113307.jpg
587738574068908310,original,113309,587738574068908310,13:01:20.18,+39:53:56.6,32,0.75,0.125,0.0,0.094,0.031,0.0,0.219,0.718,0.25,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113309.jpg
587738574068908316,original,113310,587738574068908316,13:01:20.67,+39:55:00.1,24,0.958,0.0,0.042,0.0,0.0,0.0,0.042,0.958,0.042,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\113310.jpg
587738574068908331,original,113311,587738574068908331,13:01:22.86,+39:48:55.3,50,0.86,0.0,0.04,0.08,0.02,0.0,0.12,0.847,0.133,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\113311.jpg
587738574068973785,original,113313,587738574068973785,13:02:04.33,+39:56:07.9,24,0.958,0.0,0.0,0.0,0.042,0.0,0.0,0.958,0.0,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\113313.jpg
587738574069104863,original,113314,587738574069104863,13:03:34.48,+39:47:48.9,33,0.061,0.939,0.0,0.0,0.0,0.0,0.939,0.039,0.961,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\113314.jpg
587738574069170418,original,113315,587738574069170418,13:04:33.97,+39:51:58.5,46,0.848,0.022,0.022,0.087,0.0,0.022,0.13,0.821,0.157,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113315.jpg
587738574069170442,original,113316,587738574069170442,13:04:37.09,+39:52:49.4,31,0.71,0.065,0.032,0.065,0.129,0.0,0.161,0.706,0.165,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113316.jpg
587738574069235863,original,113317,587738574069235863,13:05:20.02,+39:51:38.2,62,0.903,0.0,0.0,0.032,0.048,0.016,0.032,0.903,0.033,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113317.jpg
587738574069366889,original,113318,587738574069366889,13:06:46.24,+39:47:51.0,25,0.84,0.0,0.0,0.04,0.12,0.0,0.04,0.84,0.04,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\113318.jpg
587738574069367006,original,113319,587738574069367006,13:06:29.50,+39:44:25.0,29,0.862,0.0,0.069,0.069,0.0,0.0,0.138,0.558,0.442,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113319.jpg
587738574069367041,original,113320,587738574069367041,13:06:41.46,+39:47:39.7,36,0.528,0.0,0.0,0.028,0.083,0.361,0.028,0.461,0.05,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113320.jpg
587738574069367051,original,113321,587738574069367051,13:06:40.07,+39:41:04.1,30,0.733,0.033,0.0,0.2,0.033,0.0,0.233,0.715,0.251,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113321.jpg
587738574069432385,original,113322,587738574069432385,13:07:11.52,+39:45:33.4,68,0.294,0.485,0.0,0.221,0.0,0.0,0.706,0.175,0.825,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\113322.jpg
587738574069432524,original,113323,587738574069432524,13:07:07.92,+39:48:21.3,27,0.667,0.0,0.0,0.333,0.0,0.0,0.333,0.464,0.536,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\113323.jpg
587738574069432608,original,113324,587738574069432608,13:07:26.69,+39:36:24.1,37,0.027,0.0,0.973,0.0,0.0,0.0,0.973,0.014,0.986,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\113324.jpg
587738574069563495,original,113325,587738574069563495,13:08:38.94,+39:42:06.9,37,0.162,0.0,0.0,0.811,0.027,0.0,0.811,0.056,0.915,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\113325.jpg
587738574069694681,original,113326,587738574069694681,13:10:35.20,+39:37:09.2,27,0.852,0.074,0.037,0.037,0.0,0.0,0.148,0.792,0.208,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113326.jpg
587738574069760120,original,113327,587738574069760120,13:10:57.53,+39:42:15.0,28,0.143,0.0,0.0,0.857,0.0,0.0,0.857,0.05,0.95,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\113327.jpg
587738574069760138,original,113328,587738574069760138,13:10:54.73,+39:30:41.8,33,0.03,0.909,0.0,0.03,0.0,0.03,0.939,0.026,0.944,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\113328.jpg
587738574069825590,original,113329,587738574069825590,13:11:55.98,+39:35:16.3,34,0.206,0.0,0.029,0.735,0.029,0.0,0.765,0.099,0.869,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\113329.jpg
587738574069825608,original,113330,587738574069825608,13:11:53.96,+39:31:29.4,35,0.343,0.029,0.143,0.114,0.057,0.314,0.286,0.226,0.366,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113330.jpg
587738574069825671,original,113331,587738574069825671,13:11:29.48,+39:33:28.8,44,0.545,0.023,0.068,0.273,0.091,0.0,0.364,0.218,0.649,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113331.jpg
587738574069825738,original,113332,587738574069825738,13:12:01.68,+39:37:39.7,29,0.31,0.034,0.241,0.345,0.034,0.034,0.621,0.11,0.807,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\113332.jpg
587738574069891266,original,113333,587738574069891266,13:12:38.32,+39:30:07.0,52,0.769,0.019,0.019,0.154,0.038,0.0,0.192,0.764,0.197,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113333.jpg
587738574069956632,original,113334,587738574069956632,13:13:01.92,+39:29:27.4,30,0.1,0.0,0.833,0.033,0.033,0.0,0.867,0.038,0.927,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\113334.jpg
587738574070153341,original,113335,587738574070153341,13:15:37.07,+39:31:19.2,66,0.136,0.03,0.561,0.227,0.045,0.0,0.818,0.034,0.917,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\113335.jpg
587738574070153426,original,113336,587738574070153426,13:16:06.53,+39:26:57.9,27,0.185,0.481,0.0,0.296,0.0,0.037,0.778,0.083,0.877,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\113336.jpg
587738574070218954,original,113337,587738574070218954,13:16:10.55,+39:21:37.3,25,0.56,0.2,0.0,0.12,0.12,0.0,0.32,0.29,0.548,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113337.jpg
587738574070218996,original,113338,587738574070218996,13:16:31.99,+39:23:56.1,50,0.86,0.02,0.0,0.06,0.06,0.0,0.08,0.724,0.201,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113338.jpg
587738574070349938,original,113339,587738574070349938,13:18:25.11,+39:29:10.3,26,0.5,0.038,0.0,0.462,0.0,0.0,0.5,0.5,0.5,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113339.jpg
587738574070349981,original,113340,587738574070349981,13:17:58.91,+39:27:57.7,37,0.757,0.0,0.0,0.081,0.162,0.0,0.081,0.719,0.116,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113340.jpg
587738574070415541,original,113341,587738574070415541,13:19:10.12,+39:22:35.8,57,0.895,0.035,0.018,0.053,0.0,0.0,0.105,0.788,0.212,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113341.jpg
587738574070677637,original,113343,587738574070677637,13:21:24.18,+39:12:05.4,31,0.839,0.032,0.0,0.065,0.065,0.0,0.097,0.772,0.16,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113343.jpg
587738574070808790,original,113344,587738574070808790,13:23:33.62,+39:07:38.6,58,0.672,0.0,0.052,0.224,0.052,0.0,0.276,0.418,0.514,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113344.jpg
587738574070874134,original,113345,587738574070874134,13:23:56.81,+39:11:34.2,27,0.185,0.185,0.074,0.556,0.0,0.0,0.815,0.108,0.892,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\113345.jpg
587738574070874288,original,113346,587738574070874288,13:23:44.93,+39:08:00.0,22,0.864,0.045,0.045,0.0,0.045,0.0,0.091,0.825,0.129,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113346.jpg
587738574070939706,original,113347,587738574070939706,13:24:58.22,+39:07:06.4,23,0.783,0.043,0.0,0.087,0.087,0.0,0.13,0.783,0.13,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113347.jpg
587738574070939747,original,113348,587738574070939747,13:24:29.64,+39:09:13.5,29,0.586,0.138,0.0,0.207,0.034,0.034,0.345,0.301,0.605,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113348.jpg
587738574071005250,original,113349,587738574071005250,13:25:22.52,+39:13:49.2,48,0.854,0.0,0.0,0.083,0.062,0.0,0.083,0.78,0.153,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113349.jpg
587738574071201909,original,113350,587738574071201909,13:27:40.64,+39:09:45.4,57,0.842,0.018,0.018,0.123,0.0,0.0,0.158,0.692,0.308,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\113350.jpg
587738574071201981,original,113351,587738574071201981,13:28:08.15,+39:06:11.5,29,0.448,0.034,0.069,0.414,0.034,0.0,0.517,0.286,0.676,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113351.jpg
587738574071267359,original,113352,587738574071267359,13:28:39.58,+39:04:09.6,31,0.677,0.0,0.0,0.032,0.032,0.258,0.032,0.627,0.063,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113352.jpg
587738574071267367,original,113353,587738574071267367,13:28:35.49,+38:58:37.1,72,0.708,0.0,0.0,0.042,0.014,0.236,0.042,0.686,0.06,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113353.jpg
587738574071267443,original,113355,587738574071267443,13:28:18.36,+38:57:06.6,31,0.968,0.0,0.0,0.032,0.0,0.0,0.032,0.942,0.058,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113355.jpg
587738574071267485,original,113356,587738574071267485,13:28:45.62,+39:05:57.2,29,0.655,0.0,0.034,0.276,0.034,0.0,0.31,0.655,0.31,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113356.jpg
587738574071267534,original,113357,587738574071267534,13:28:52.67,+38:56:55.2,31,0.903,0.0,0.0,0.097,0.0,0.0,0.097,0.871,0.129,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113357.jpg
587738574071464076,original,113358,587738574071464076,13:30:34.28,+38:53:01.5,28,0.75,0.036,0.0,0.0,0.036,0.179,0.036,0.721,0.059,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113358.jpg
587738574071464150,original,113360,587738574071464150,13:30:59.68,+39:02:20.6,29,0.586,0.0,0.172,0.138,0.103,0.0,0.31,0.301,0.556,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113360.jpg
587738574071595153,original,113361,587738574071595153,13:32:09.44,+38:54:35.0,39,0.538,0.026,0.179,0.179,0.077,0.0,0.385,0.214,0.674,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113361.jpg
587738574071660668,original,113363,587738574071660668,13:32:53.54,+38:46:37.1,34,0.824,0.0,0.029,0.088,0.059,0.0,0.118,0.814,0.127,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113363.jpg
587738574071660778,original,113364,587738574071660778,13:33:30.45,+38:51:09.3,61,0.0,0.033,0.754,0.0,0.0,0.213,0.787,0.0,0.787,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113364.jpg
587738574071726253,original,113365,587738574071726253,13:34:14.19,+38:48:22.1,20,0.45,0.0,0.0,0.05,0.5,0.0,0.05,0.444,0.055,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113365.jpg
587738574071726321,original,113366,587738574071726321,13:33:56.61,+38:45:34.7,34,0.618,0.088,0.029,0.206,0.059,0.0,0.324,0.424,0.507,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113366.jpg
587738574071791668,original,113368,587738574071791668,13:34:33.92,+38:53:43.9,34,0.735,0.029,0.0,0.088,0.147,0.0,0.118,0.735,0.118,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113368.jpg
587738574071791749,original,113369,587738574071791749,13:34:20.54,+38:43:24.4,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\113369.jpg
587738574071791807,original,113370,587738574071791807,13:34:48.94,+38:52:04.4,29,0.0,0.172,0.0,0.828,0.0,0.0,1.0,0.0,1.0,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\113370.jpg
587738574071922828,original,113371,587738574071922828,13:35:48.77,+38:40:39.8,24,0.167,0.0,0.167,0.667,0.0,0.0,0.833,0.049,0.951,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\113371.jpg
587738574071922876,original,113372,587738574071922876,13:36:08.37,+38:50:00.1,48,0.812,0.0,0.021,0.146,0.021,0.0,0.167,0.729,0.25,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113372.jpg
587738574072053771,original,113374,587738574072053771,13:37:27.02,+38:36:56.5,26,0.423,0.0,0.385,0.115,0.077,0.0,0.5,0.423,0.5,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113374.jpg
587738574072119310,original,113375,587738574072119310,13:38:10.53,+38:39:56.2,58,0.19,0.121,0.086,0.379,0.052,0.172,0.586,0.19,0.586,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113375.jpg
587738574072119472,original,113376,587738574072119472,13:38:13.55,+38:41:33.4,29,0.931,0.0,0.0,0.034,0.034,0.0,0.034,0.857,0.103,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113376.jpg
587738574072381737,original,113379,587738574072381737,13:41:43.24,+38:25:53.1,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\113379.jpg
587738574072447180,original,113380,587738574072447180,13:42:08.23,+38:24:40.5,36,0.75,0.0,0.0,0.139,0.111,0.0,0.139,0.712,0.175,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113380.jpg
587738574072447240,original,113381,587738574072447240,13:42:21.96,+38:26:51.0,30,0.667,0.0,0.0,0.3,0.033,0.0,0.3,0.667,0.3,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113381.jpg
587738574072512654,original,113382,587738574072512654,13:42:46.09,+38:21:55.2,24,0.25,0.0,0.0,0.292,0.0,0.458,0.292,0.162,0.348,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113382.jpg
587738574072512671,original,113383,587738574072512671,13:42:51.88,+38:24:02.7,46,0.304,0.0,0.261,0.37,0.065,0.0,0.63,0.177,0.752,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\113383.jpg
587738574072578238,original,113384,587738574072578238,13:43:37.94,+38:20:43.7,25,0.92,0.0,0.04,0.04,0.0,0.0,0.08,0.92,0.08,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\113384.jpg
587738574072578278,original,113385,587738574072578278,13:43:54.14,+38:25:21.3,62,0.032,0.887,0.032,0.032,0.0,0.016,0.952,0.032,0.952,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\113385.jpg
587738574072774774,original,113386,587738574072774774,13:45:54.68,+38:15:13.7,54,0.0,0.0,0.963,0.0,0.037,0.0,0.963,0.0,0.963,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\113386.jpg
587738574072774916,original,113387,587738574072774916,13:45:57.95,+38:21:05.9,56,0.929,0.0,0.036,0.0,0.018,0.018,0.036,0.929,0.036,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\113387.jpg
587738574072971381,original,113391,587738574072971381,13:47:52.96,+38:15:35.7,56,0.696,0.0,0.0,0.0,0.0,0.304,0.0,0.696,0.0,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113391.jpg
587738574073233450,original,113392,587738574073233450,13:51:04.64,+38:02:37.1,32,0.562,0.031,0.0,0.094,0.031,0.281,0.125,0.526,0.157,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113392.jpg
587738574073299098,original,113393,587738574073299098,13:51:37.83,+38:00:34.5,29,0.0,0.724,0.069,0.138,0.0,0.069,0.931,0.0,0.931,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\113393.jpg
587738574073364700,original,113394,587738574073364700,13:52:47.89,+38:04:26.6,21,0.333,0.286,0.048,0.333,0.0,0.0,0.667,0.327,0.673,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113394.jpg
587738574073364731,original,113395,587738574073364731,13:53:03.52,+38:03:39.0,32,0.219,0.094,0.0,0.688,0.0,0.0,0.781,0.055,0.945,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\113395.jpg
587738574073495712,original,113398,587738574073495712,13:53:46.54,+37:51:15.5,64,0.188,0.625,0.016,0.172,0.0,0.0,0.812,0.055,0.945,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\113398.jpg
587738574073692327,original,113401,587738574073692327,13:56:10.32,+37:46:25.6,26,0.962,0.0,0.0,0.038,0.0,0.0,0.038,0.942,0.058,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\113401.jpg
587738574073757740,original,113402,587738574073757740,13:56:51.02,+37:47:50.1,29,0.034,0.931,0.0,0.034,0.0,0.0,0.966,0.034,0.966,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\113402.jpg
587738574335705187,original,113403,587738574335705187,12:41:35.33,+40:10:00.1,30,0.467,0.0,0.133,0.2,0.0,0.2,0.333,0.392,0.402,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113403.jpg
587738574335705188,original,113404,587738574335705188,12:41:35.81,+40:09:48.1,30,0.6,0.067,0.167,0.133,0.0,0.033,0.367,0.228,0.719,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\113404.jpg
587738574335705202,original,113405,587738574335705202,12:41:37.22,+40:10:46.8,35,0.171,0.057,0.629,0.086,0.029,0.029,0.771,0.051,0.886,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\113405.jpg
587738574604271848,original,113406,587738574604271848,12:43:41.04,+40:32:35.3,26,0.077,0.654,0.038,0.231,0.0,0.0,0.923,0.021,0.979,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\113406.jpg
587738574604337312,original,113407,587738574604337312,12:44:12.05,+40:30:27.0,30,0.667,0.033,0.033,0.033,0.0,0.233,0.1,0.667,0.1,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113407.jpg
587738574604533895,original,113408,587738574604533895,12:46:09.59,+40:32:25.4,27,0.889,0.037,0.037,0.0,0.037,0.0,0.074,0.873,0.09,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\113408.jpg
587738574604533921,original,113409,587738574604533921,12:46:19.39,+40:32:28.1,45,0.733,0.044,0.022,0.178,0.022,0.0,0.244,0.683,0.294,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113409.jpg
587738574604533962,original,113410,587738574604533962,12:46:32.92,+40:28:08.2,40,0.475,0.325,0.025,0.15,0.025,0.0,0.5,0.133,0.83,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\113410.jpg
587738574604599334,original,113411,587738574604599334,12:46:57.86,+40:32:27.3,32,0.938,0.0,0.0,0.062,0.0,0.0,0.062,0.938,0.062,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\113411.jpg
587738574604599403,original,113412,587738574604599403,12:47:27.84,+40:33:59.7,31,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\113412.jpg
587738574604730457,original,113413,587738574604730457,12:48:58.76,+40:35:45.3,34,0.029,0.029,0.706,0.206,0.0,0.029,0.941,0.029,0.941,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\113413.jpg
587738574604861449,original,113414,587738574604861449,12:50:06.75,+40:35:50.1,29,0.931,0.0,0.0,0.034,0.034,0.0,0.034,0.885,0.078,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\113414.jpg
587738574604861577,original,113415,587738574604861577,12:50:37.38,+40:34:14.3,54,0.667,0.019,0.0,0.167,0.13,0.019,0.185,0.667,0.185,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113415.jpg
587738574604861621,original,113416,587738574604861621,12:50:06.35,+40:28:06.9,29,0.828,0.0,0.034,0.069,0.069,0.0,0.103,0.828,0.103,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\113416.jpg
587738574604861625,original,113417,587738574604861625,12:50:11.02,+40:33:14.0,29,0.862,0.034,0.0,0.069,0.034,0.0,0.103,0.793,0.171,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113417.jpg
587738574604861651,original,113419,587738574604861651,12:50:15.98,+40:31:13.8,33,0.273,0.0,0.333,0.0,0.03,0.364,0.333,0.177,0.401,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113419.jpg
587738574604861668,original,113420,587738574604861668,12:50:21.46,+40:32:35.5,27,0.963,0.0,0.0,0.0,0.037,0.0,0.0,0.963,0.0,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\113420.jpg
587738574604927106,original,113421,587738574604927106,12:51:32.39,+40:26:39.4,36,0.028,0.0,0.944,0.028,0.0,0.0,0.972,0.006,0.994,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\113421.jpg
587738574604927217,original,113422,587738574604927217,12:51:25.98,+40:23:57.2,25,0.84,0.0,0.0,0.12,0.04,0.0,0.12,0.771,0.188,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113422.jpg
587738574604992519,original,113423,587738574604992519,12:51:35.88,+40:22:16.9,22,0.909,0.0,0.091,0.0,0.0,0.0,0.091,0.805,0.195,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\113423.jpg
587738574604992661,original,113424,587738574604992661,12:51:53.44,+40:32:10.8,41,0.829,0.073,0.0,0.024,0.073,0.0,0.098,0.76,0.163,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113424.jpg
587738574605189235,original,113426,587738574605189235,12:53:58.98,+40:30:59.1,35,0.171,0.0,0.314,0.514,0.0,0.0,0.829,0.171,0.829,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\113426.jpg
587738574605320298,original,113427,587738574605320298,12:55:35.09,+40:29:39.2,28,0.964,0.0,0.0,0.036,0.0,0.0,0.036,0.934,0.066,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113427.jpg
587738574605320364,original,113428,587738574605320364,12:56:02.82,+40:23:07.6,14,0.0,0.786,0.143,0.071,0.0,0.0,1.0,0.0,1.0,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\113428.jpg
587738574605320394,original,113429,587738574605320394,12:56:13.16,+40:26:40.5,55,0.0,0.0,0.073,0.927,0.0,0.0,1.0,0.0,1.0,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\113429.jpg
587738574605385856,original,113430,587738574605385856,12:57:00.89,+40:26:04.4,29,0.31,0.0,0.655,0.034,0.0,0.0,0.69,0.245,0.755,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\113430.jpg
587738574605451326,original,113431,587738574605451326,12:57:26.40,+40:23:35.0,36,0.889,0.0,0.028,0.0,0.083,0.0,0.028,0.889,0.028,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\113431.jpg
587738574605451448,original,113432,587738574605451448,12:57:08.26,+40:20:42.5,30,0.9,0.0,0.0,0.067,0.033,0.0,0.067,0.869,0.098,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113432.jpg
587738574605451498,original,113433,587738574605451498,12:57:24.11,+40:17:23.4,27,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\113433.jpg
587738574605451563,original,113434,587738574605451563,12:57:37.92,+40:18:59.6,68,0.015,0.029,0.941,0.015,0.0,0.0,0.985,0.014,0.986,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\113434.jpg
587738574605582474,original,113435,587738574605582474,12:58:53.87,+40:16:29.8,34,0.912,0.0,0.029,0.059,0.0,0.0,0.088,0.808,0.192,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\113435.jpg
587738574605647903,original,113436,587738574605647903,12:59:34.07,+40:20:13.8,24,0.0,0.542,0.042,0.417,0.0,0.0,1.0,0.0,1.0,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\113436.jpg
